id	model	local_AUC	local_P@L	local_P@L2	local_P@L5	short_AUC	short_P@L	short_P@L2	short_P@L5	medium_AUC	medium_P@L	medium_P@L2	medium_P@L5	long_AUC	long_P@L	long_P@L2	long_P@L5
cut0000_ptm0.760_r3	ESM-2 (Unsupervised)	0.4197431206703186	0.2565789520740509	0.3815789520740509	0.6000000238418579	0.532447874546051	0.2763157784938812	0.5	0.8333333134651184	0.7030584812164307	0.4736842215061188	0.7236841917037964	0.9666666388511658	0.8571583032608032	0.7039473652839661	0.8421052694320679	0.9666666388511658
cut0001_ptm0.765_r3	ESM-2 (Unsupervised)	0.4274933338165283	0.2631579041481018	0.3684210479259491	0.6333333253860474	0.5361568331718445	0.2763157784938812	0.5	0.8333333134651184	0.6988867521286011	0.4736842215061188	0.7236841917037964	0.9666666388511658	0.8546119928359985	0.6973684430122375	0.8552631735801697	0.9666666388511658
cut0002_ptm0.766_r3	ESM-2 (Unsupervised)	0.41890090703964233	0.2697368562221527	0.3684210479259491	0.5666666626930237	0.532447874546051	0.2763157784938812	0.5	0.8333333134651184	0.6986916065216064	0.46710526943206787	0.7236841917037964	0.9666666388511658	0.8535130620002747	0.6973684430122375	0.8552631735801697	0.9666666388511658
cut0003_ptm0.767_r3	ESM-2 (Unsupervised)	0.4298161566257477	0.2697368562221527	0.3684210479259491	0.6000000238418579	0.5315045118331909	0.2763157784938812	0.5	0.8333333134651184	0.7000073790550232	0.46710526943206787	0.7368420958518982	0.9666666388511658	0.8540154695510864	0.7039473652839661	0.8552631735801697	0.9666666388511658
cut0004_ptm0.769_r3	ESM-2 (Unsupervised)	0.4127625823020935	0.2631579041481018	0.3684210479259491	0.6000000238418579	0.5364400148391724	0.2763157784938812	0.5	0.8333333134651184	0.6978651285171509	0.46710526943206787	0.7236841917037964	0.9666666388511658	0.854595959186554	0.7171052694320679	0.8552631735801697	0.9666666388511658
cut0005_ptm0.777_r3	ESM-2 (Unsupervised)	0.42233243584632874	0.2697368562221527	0.3815789520740509	0.5666666626930237	0.5382620692253113	0.2763157784938812	0.5	0.8333333134651184	0.7001123428344727	0.46710526943206787	0.7368420958518982	0.9666666388511658	0.8511516451835632	0.6973684430122375	0.8552631735801697	0.9666666388511658
cut0006_ptm0.779_r3	ESM-2 (Unsupervised)	0.4876529276371002	0.30263158679008484	0.44736841320991516	0.6666666865348816	0.5417975187301636	0.28289473056793213	0.5131579041481018	0.8333333134651184	0.6973467469215393	0.46710526943206787	0.7368420958518982	0.9666666388511658	0.8552218675613403	0.7039473652839661	0.8552631735801697	0.9666666388511658
cut0007_ptm0.777_r3	ESM-2 (Unsupervised)	0.4853920042514801	0.30263158679008484	0.43421053886413574	0.6666666865348816	0.5357664227485657	0.28289473056793213	0.5	0.8333333134651184	0.6950875520706177	0.46710526943206787	0.7236841917037964	0.9666666388511658	0.8521467447280884	0.7039473652839661	0.8421052694320679	0.9666666388511658
cut0008_ptm0.778_r3	ESM-2 (Unsupervised)	0.49467605352401733	0.31578946113586426	0.44736841320991516	0.6666666865348816	0.5373395681381226	0.28947368264198303	0.5	0.8333333134651184	0.6989866495132446	0.4736842215061188	0.7368420958518982	0.9666666388511658	0.8510347604751587	0.7105262875556946	0.8421052694320679	0.9666666388511658
cut0009_ptm0.779_r3	ESM-2 (Unsupervised)	0.5037918090820312	0.32236841320991516	0.4736842215061188	0.699999988079071	0.531015157699585	0.2763157784938812	0.4868420958518982	0.8333333134651184	0.6961864829063416	0.46710526943206787	0.7236841917037964	0.9666666388511658	0.8566149473190308	0.7105262875556946	0.8552631735801697	0.9666666388511658
