id	model	local_AUC	local_P@L	local_P@L2	local_P@L5	short_AUC	short_P@L	short_P@L2	short_P@L5	medium_AUC	medium_P@L	medium_P@L2	medium_P@L5	long_AUC	long_P@L	long_P@L2	long_P@L5
cut0000_ptm0.928_r3	ESM-2 (Unsupervised)	0.7957868576049805	0.6370370388031006	0.8208954930305481	0.8888888955116272	0.615166962146759	0.39259257912635803	0.5970149040222168	0.8148148059844971	0.6472413539886475	0.42222222685813904	0.6567164063453674	0.8148148059844971	0.7593757510185242	0.6296296119689941	0.8059701323509216	0.8518518805503845
cut0001_ptm0.928_r3	ESM-2 (Unsupervised)	0.797939121723175	0.614814817905426	0.8208954930305481	0.9259259104728699	0.6274737119674683	0.4000000059604645	0.6268656849861145	0.8518518805503845	0.6513771414756775	0.4296296238899231	0.6567164063453674	0.8148148059844971	0.7524607181549072	0.6370370388031006	0.7910447716712952	0.8518518805503845
cut0002_ptm0.928_r3	ESM-2 (Unsupervised)	0.7923862338066101	0.6000000238418579	0.8059701323509216	0.9259259104728699	0.6171045303344727	0.385185182094574	0.5970149040222168	0.8518518805503845	0.6473681926727295	0.43703705072402954	0.641791045665741	0.8148148059844971	0.759314239025116	0.6370370388031006	0.8059701323509216	0.8148148059844971
cut0003_ptm0.923_r3	ESM-2 (Unsupervised)	0.7813346982002258	0.5925925970077515	0.7910447716712952	0.9259259104728699	0.6140180826187134	0.385185182094574	0.5970149040222168	0.8518518805503845	0.6437118053436279	0.4296296238899231	0.641791045665741	0.8148148059844971	0.7582678198814392	0.6222222447395325	0.7910447716712952	0.8148148059844971
cut0004_ptm0.897_r3	ESM-2 (Unsupervised)	0.7843703627586365	0.5925925970077515	0.8059701323509216	0.9259259104728699	0.6130921244621277	0.385185182094574	0.5970149040222168	0.8148148059844971	0.6436973810195923	0.43703705072402954	0.641791045665741	0.8148148059844971	0.7453895807266235	0.6000000238418579	0.746268630027771	0.8518518805503845
cut0005_ptm0.896_r3	ESM-2 (Unsupervised)	0.7767477631568909	0.585185170173645	0.8208954930305481	0.9259259104728699	0.6158192157745361	0.385185182094574	0.611940324306488	0.8148148059844971	0.6451426148414612	0.4444444477558136	0.6567164063453674	0.7777777910232544	0.7501275539398193	0.5925925970077515	0.746268630027771	0.9259259104728699
cut0006_ptm0.901_r3	ESM-2 (Unsupervised)	0.7808972597122192	0.6000000238418579	0.8059701323509216	0.9259259104728699	0.624839186668396	0.385185182094574	0.611940324306488	0.8518518805503845	0.6391671895980835	0.43703705072402954	0.641791045665741	0.7777777910232544	0.7294738292694092	0.5777778029441833	0.746268630027771	0.8518518805503845
cut0007_ptm0.877_r3	ESM-2 (Unsupervised)	0.7542558908462524	0.5629629492759705	0.7910447716712952	0.9259259104728699	0.6176223754882812	0.385185182094574	0.5970149040222168	0.8518518805503845	0.6401041746139526	0.42222222685813904	0.6567164063453674	0.7777777910232544	0.7303360104560852	0.5777778029441833	0.746268630027771	0.8518518805503845
cut0008_ptm0.846_r3	ESM-2 (Unsupervised)	0.7615081071853638	0.585185170173645	0.7761194109916687	0.9259259104728699	0.6169852018356323	0.385185182094574	0.611940324306488	0.8148148059844971	0.6471412181854248	0.43703705072402954	0.6567164063453674	0.8148148059844971	0.6900972127914429	0.5555555820465088	0.7014925479888916	0.8518518805503845
cut0009_ptm0.896_r3	ESM-2 (Unsupervised)	0.7985091209411621	0.6222222447395325	0.8208954930305481	0.9259259104728699	0.6186134219169617	0.39259257912635803	0.611940324306488	0.8518518805503845	0.6465383768081665	0.4296296238899231	0.6567164063453674	0.8148148059844971	0.670601487159729	0.5111111402511597	0.6865671873092651	0.8148148059844971
